id,name,club
27051813,Yussuf Poulsen,Hamburger SV
37058302,Bilal Bayazıt,Kayserispor
43044345,Mattia Perin,Juventus
36149384,Kostantis Tzolakis,Olympiacos
67155012,Rubén García,Atlético Pamplona
27104982,Jens Stage,SV Werder Bremen
2000068585,Nathaniel Brown,Eintracht Frankfurt
27122565,Jonas Wind,VfL Wolfsburg
83333463,Rodrigo Gomes,Wolves
36138739,Fotis Ioannidis,Sporting CP
27128912,Andreas Skov Olsen,Rangers
36137588,Tasos Douvikas,Como
27129532,Alexander Bah,Benfica
83243060,Tomás Araújo,Benfica
18045347,Divock Origi,-
2000254793,Sverre Nypan,Man City
43500510,Fabio Miretti,Juventus
19371031,João Gomes,Wolves
91107789,Matthias Ginter,Sport-Club Freiburg
19391095,Richard Ríos,Benfica
91105243,Vincenzo Grifo,Sport-Club Freiburg
2000062512,Arnau Martínez,Girona
2000263999,Estêvão,Chelsea
37076141,Youri Baas,Ajax
37071145,Mats Wieffer,Brighton
2000036372,Diego Gómez,Brighton
37002936,Jasper Cillessen,N.E.C.
2000034344,Javi Guerra,Valencia
2000088490,Roony Bardghji,Barcelona
2000265865,Rodrigo Mora,FC Porto
43372892,Nicolò Rovella,Celesti
18115016,Zeno Debast,Sporting CP
62142830,Vanja Milinković-Savić,Parthenope
43296495,Marash Kumbulla,Mallorca
19383256,Igor Paixão,Olympique de Marseille
28118905,Matěj Kovář,PSV
70103149,Yusuf Yazıcı,Olympiacos
49048357,Lucas Chevalier,Paris SG
93065023,Mattias Svanberg,VfL Wolfsburg
2000141707,Yarek Gąsiorowski,PSV
27069775,Younes Namli,PEC Zwolle
2000045854,Nnamdi Collins,Eintracht Frankfurt
2000210791,Assane Diao,Como
18097160,Albert Sambi Lokonga,Hamburger SV
28019224,Dedryck Boyata,-
37071153,Tijjani Noslin,Celesti
27129146,Gustav Isaksen,Celesti
2000144508,Ezechiel Banzuzi,RB Leipzig
96121228,Jakub Kamiński,1. FC Köln
18113140,Aster Vranckx,Sassuolo
2000245263,Johan Manzambi,Sport-Club Freiburg
70005951,Mert Günok,Fenerbahçe
2000048260,Alberto Costa,FC Porto
2000312673,Jesús Rodríguez,Como
37006661,Bram Nuytinck,N.E.C.
91184445,Josha Vagnoman,VfB Stuttgart
76043519,Mateo Cassierra,ATM
76042952,Jhon Lucumí,Bologna
37045888,Bart Ramselaar,LC Sailors
91175664,Marin Pongračić,Fiorentina
76042892,Cristián Borja,Club América
76033272,Wílmar Barrios,Zenit
2000283704,Ryunosuke Sato,Okayama
2000311773,Noahkai Banks,FC Augsburg
2000307251,Konstantinos Karetsas,KRC Genk
2000073449,Arthur,Bayer 04 Leverkusen
2000080723,Demir Ege Tıknaz,BRG
29233148,Mika Biereth,AS Monaco
83169004,Zaidu Sanusi,FC Porto
75030706,Erick Pulgar,FLA
28085752,Nabil Bentaleb,LOSC
85042178,Ryan Mendes,Iğdır FK
28084932,Glen Kamara,Rennes
23470654,Nasser Al-Dawsari,Al-Hilal
72051619,Joe Scally,Borussia M'gladbach
43252226,Luca Pellegrini,Celesti
23471178,Hassan Al-Tambakti,Al-Hilal
34008670,Rémy Cabella,FC Nantes
2000496104,Gilberto Mora,Tijuana
37085322,Lamare Bogarde,Aston Villa
51074470,Israel Reyes,Club América
78064511,David Terans,FLU
2000087400,Dário Essugo,Chelsea
14078688,Franco Cervi,Vigo
2000229718,Jon Martín,Real San Sebastián
2000142236,Romain Esse,Coventry
20048604,Ricardo Pepi,PSV
37069301,Lars Kramer,FC Rapid
37027437,Sander van de Streek,Antalyaspor
55063378,Chico Geraldes,-
45005331,Yuto Nagatomo,FC Tokyo
21026981,Amir Hadžiahmetović,Hull
2000191507,Adam Aznou,Everton
2000180889,Finn Jeltsch,VfB Stuttgart
2000196762,Ilyas Ansah,1. FC Union Berlin
43391696,Walid Cheddira,U.S. Lecce
2000150854,Peio Canales,R. Santander
83228369,Alexandre Penetra,AZ
37065875,Kjell Scherpen,Union SG
43134973,Ionuţ Radu,Vigo
2000254692,Chris Rigg,Sunderland
62192744,Aleksa Terzić,FC RB Salzburg
43500245,Giovanni Fabbian,Fiorentina
2000082598,Stefan Bajčetić,Liverpool
2000399897,Rio Ngumoha,Liverpool
37071196,Enric Llansana,RSC Anderlecht
2000288465,Andrija Maksimović,RB Leipzig
12095038,Malick Yalcouyé,Swansea
2000528777,Andrés Rizzo,Deportivo Santo Domingo
2000203765,Dani Requena,Córdoba
98041219,Filip Ugrinić,Valencia
28116414,Vítězslav Jaroš,Ajax
2000024732,Luca Marianucci,Torino
37018990,Navarone Foor,VVV-Venlo
71113671,Vladyslav Vanat,Girona
37061970,Maarten Paes,Ajax
2000162595,Max Weiß,Burnley
37024996,Virgil Misidjan,N.E.C.
2000338371,Francesco Camarda,U.S. Lecce
2000094886,Jérémy Jacquet,Rennes
16037392,Karim Onisiwo,FC RB Salzburg
86066841,Alan Franco,ATM
22077506,Hristiyan Petrov,sc Heerenveen
51070655,Kevin Álvarez,Club América
14110832,Lucas Martínez Quarta,River Plate
53126892,Tobias Lauritsen,Sparta Rotterdam
37019505,Yoëll van Nieff,Omonoia Aradippou
2000241044,Vasilije Adžić,Juventus
51045753,Roberto Alvarado,Chivas
28084927,Chuba Akpom,Ipswich
37064598,Justin de Haas,Famalicão
58133486,Alexandr Chernikov,Krasnodar
67211327,Iván Márquez,Fortuna Sittard
2000014205,Martin Vitík,Bologna
37076007,Million Manhoef,Stoke
37078404,Mees Hilgers,FC Twente
67279610,Miguel Rodríguez,FC Utrecht
37053976,Mees de Wit,AZ
58120006,Andrey Mostovoy,Zenit
19233491,Raphael Veiga,Club América
51000035,Adrián Aldrete,-
58127846,Igor Diveev,Zenit
23293813,Sultan Mandash,Al-Hilal
77012583,André Carrillo,COR
37084822,Myron van Brederode,KV Mechelen
42002173,Eran Zahavi,-
53159880,Sivert Mannsverk,Sparta Prague
37076315,Couhaib Driouech,PSV
45001639,Shinji Kagawa,C-Osaka
2000245806,Rion Ichihara,AZ
53151876,Joshua Kitolano,Sparta Rotterdam
14185004,Alan Franco,SPO
2000054475,Antoni Milambo,Brentford
2000090213,Facundo Bernal,FLU
37058783,Godfried Frimpong,Kasımpaşa
2000221458,Luís Guilherme,Sporting CP
14135256,Norberto Briasco,Barracas Central
37072824,Bart van Rooij,FC Twente
37084880,Daan Rots,FC Twente
37060618,Tom van de Looi,Famalicão
2000014562,Ro-Zangelo Daal,AZ
67258949,Róber,Zaragoza
2000181764,Kees Smit,AZ
37053013,Jorrit Smeets,-
58123725,Danil Krugovoy,CSKA Moscow
37070319,Sydney van Hooijdonk,Estrela da Amadora SAD
2000014086,Wouter Goes,AZ
37073314,Solomon Bonnah,Vitesse
37041576,Luuk Koopmans,Fortuna Sittard
37072832,Syb van Ottele,Fortuna Sittard
37056066,Luuk Brouwers,sc Heerenveen
2000031073,Reda Belahyane,Celesti
2000027407,Finn van Breemen,Basel
37024279,Terence Kongolo,-
37046924,Cihat Çelik,Sivasspor
75032761,Paulo Díaz,River Plate
78048502,Lucas Olaza,Krasnodar
2000071150,Stije Resink,FC Groningen
2000010819,Isak Hansen-Aarøen,N.E.C.
49037548,Goduine Koyalipou,Angers SCO
37054115,Michael Breij,Roda JC
37047574,Hector Hevel,Johor DT
37055849,Jeffrey de Lange,Olympique de Marseille
37071187,Davy van den Berg,Luton
51031041,Guillermo Martínez,Pumas
2000046668,Noah Ohio,Valladolid
2000123638,Jamie Donley,Oxford United
2000189121,Tiago Pereira Cardoso,Borussia M'gladbach
62206980,Derek Cornelius,Rangers
37009888,Bryan Linssen,N.E.C.
37027633,Joey Sleegers,-
37050019,Thomas Verheydt,Willem II
2000199186,Jonas Adjetey,VfL Wolfsburg
2000072968,Sami Ouaissa,N.E.C.
2000065729,Grant Ranos,Eintracht Braunschweig
28106711,Bobby Adekanye,Manisa FK
2000177920,Ramien Safi,Rot-Weiss Essen
18109821,Matisse Didden,FC Utrecht
76062954,Santiago Moreno,FLU
2000014084,Maxim Dekker,AZ
2000006748,Nikita Krivtsov,Krasnodar
37085331,Lennard Hartjes,Excelsior
33083466,Casper Terho,Sparta Rotterdam
77063750,Piero Quispe,Sydney FC
37063646,Boy Kemper,NAC Breda
2000048570,Niek Schiks,PSV
2000191802,Lewis Koumas,Hull
37045568,Rodney Kongolo,FC Emmen
58152085,Sergey Volkov,Sochi
92023822,Philip Heise,VVV-Venlo
86057914,Félix Torres,INT
37080993,Xavier Mbuyamba,LASK
37080541,Fodé Fofana,-
37006629,Luciano Narsingh,Ellas Syrou
37079077,Sem Westerveld,MVV Maastricht
91175832,Elias Huth,Vitesse
37077857,Calvin Raatsie,Excelsior
37076293,Hamdi Akujobi,-
36096206,Dimitris Limnios,Fortuna Sittard
37076259,Romano Postema,FC Emmen
37076239,Thomas Poll,Helmond Sport
37051292,Dirk Abels,Grasshoppers
2000402688,Dro,Paris SG
37056058,Youssef El Jebli,-
91204529,Jalen Hawkins,ADO Den Haag
91199490,Joey Müller,Roda JC
2000086852,Kayne van Oevelen,FC Volendam
37088504,Emmanuel van de Blaak,Almere City
39056707,Brynjólfur Willumsson,FC Groningen
2000180911,Amine Salama,NAC Breda
2000122314,Jevon Simons,De Graafschap
37025680,Mawouna Amevor,FC Volendam
37054153,Özgür Aktaş,Ankaragücü
67020680,Liam Walker,Europa FC
37047786,Joris Kramer,Go Ahead Eagles
2000368735,Stan Naert,Club Brugge
37008954,Moreno Rutten,Achilles Veen
55067778,Harramiz,1º Dezembro
2000173939,Ismaël Baouf,SC Cambuur
2000351880,Toni Fernández,Barcelona B
37047792,Nick Doodeman,Willem II
51074623,Emilio Lara,Necaxa
864223,Stef Nijland,DVS '33
37006318,Joey Suk,-
37080537,Enzo Cornelisse,Almere City
37079134,Salah Oulad M'Hand,Riga
37041405,Rodney Antwi,FS Nanshi
2000467056,Abdellah Ouazane,Ajax
37051626,Léon Bergsma,Neuchâtel Xamax
37088165,Joep van der Sluijs,FC Dordrecht
37000517,Erik Pieters,-
2000249901,Mees Laros,FC Den Bosch
37020715,Robert Klaasen,MVV Maastricht
2000199108,Nordin Bukala,FC Volendam
37018102,Lucas Bijker,ONS Sneek
2000226646,Stijn Bultman,De Graafschap
37079026,Dean Huiberts,Pro Vercelli
37005675,Ricardo van Rhijn,AFC
37052314,Odysseus Velanas,PEC Zwolle
2000181761,Bernt Klaverboer,sc Heerenveen
37088241,Jordi Altena,Hearts
83195700,Celton Biai,FC Dordrecht
2000167122,Lawson Sunderland,FC Dordrecht
2000257578,Nicolas Verkooijen,PSV
37065571,Bradly van Hoeven,Motor
18111198,Lucas Beerten,Roda JC
2000018977,Aske Adelgaard,Go Ahead Eagles
2000106517,Adrian Blake,FC Utrecht
37058801,Alp Tutar,İstanbulspor
37061576,Jan Hoekstra,Bordeaux
49048557,Kévin Monzialo,FC Den Bosch
91206247,Juho Kilo,ADO Den Haag
91178273,Marco Schikora,Vitesse
2000134924,Benjamin Pauwels,FC Volendam
37046478,Thomas Oude Kotte,Anyang
2000196596,Don-Angelo Konadu,Ajax
2000350902,Emre Ünüvar,Ajax
37056085,Richard van der Venne,RKC Waalwijk
37084773,Nick de Groot,FC Den Bosch
37041416,Collin Seedorf,Željezničar
37084593,Jay Kruiver,Roda JC
2000116912,Bohdan Budko,AZ
2000183950,Tyrique Mercera,FC Groningen
2000020438,Nassef Chourak,Kalmar FF
2000468914,Yasser Salah Rahmouni,Go Ahead Eagles
37057394,Markos Sifneos,Kavala
5131229,Sam Hutchinson,AFC Wimbledon
2000023018,Sil Swinkels,Chesterfield
2000436646,Tycho de Wit,AZ
2000205277,Ismaëlo Ganiou,RC Lens
37058010,Leandro Fernandes,Dubai City
37071195,Terrence Douglas,FC Eindhoven
2000116668,Sil van der Wegen,FC Utrecht
37049152,Justin Bakker,Katwijk
18097145,Jérôme Déom,Roda JC
2000033203,Zach Booth,Real Salt Lake
37054902,Fatih Kamacı,Dongen
18110639,Boris Lambert,KV Kortrijk
37041230,Elmo Lieftink,TEC
2000383145,Matteo Palma,Sampdoria
37071194,Daan Reiziger,Telstar
2000199407,Tijn den Boggende,FC Utrecht
29141734,Steve Seddon,AFC Wimbledon
37078346,Joep Kluskens,VVV-Venlo
37047785,Koen Bucker,FC Emmen
2000013764,Neal Viereck,FC Utrecht
2000314309,Anass Zarrouk,Willem II
37088047,Marcelencio Esajas,TOP Oss
37065572,Nathan Markelo,Vitesse
37013728,Ralf Seuntjens,Lommel SK
2000196599,Ryan van de Pavert,Ajax
37085007,Dyon Dorenbosch,FC Eindhoven
29176912,Nathan Bishop,AFC Wimbledon
37070852,Quinten Dekkers,-
2000122315,Tijn Smolenaars,PSV
2000105651,Skye Vink,Ajax
2000237785,Issac Dijkhuizen,-
2000137012,Damián van der Vaart,Ajax
37085005,Naïm Matoug,VVV-Venlo
2000385089,Per van Loon,Willem II
2000414489,Lorenzo Maasland,ADO Den Haag
2000432162,Nick Homan,AZ
37058447,Mitchell van Rooijen,TOP Oss
37071186,Toshio Lake,Olympic Charleroi
37084979,Dani van den Heuvel,Club Brugge
2000444922,Kevin van Ouytsel,AZ
2000449255,Utku Kurtal,Club Brugge
37084904,Julliani Eersteling,Lincoln (GIB)
37084901,Bram Marsman,SC Cambuur
2000455106,Xander Vandenberghe,Club Brugge
2000474056,Mateo Haesaert,Club Brugge
37084828,Wesley Spieringhs,RBC
2000474064,Luca Rousseaux,Club Brugge
2000474877,David Jereb,AZ
37058432,Nick Runderkamp,RKAV Volendam
2000480341,Stan Troch,Club Brugge
2000485223,Sam Cuntapay,Ajax
2000518185,Chaverello Hellings,AZ
37070611,Simon Janssen,Excelsior
37018795,Fernando Lewis,Zandvoort
37085326,Ilyas el Moussaoui,NAC Breda
2000174649,Genrich Sillé,FC Den Bosch
37088233,Quincy Hoeve,Sparta Rotterdam
2000377688,Thomas Janssen,VVV-Venlo
2000514705,Liam van Nistelrooij,PSV
2000437631,Pepijn Reulen,NAC Breda
2000443521,Kirayno Schaken,sc Heerenveen
2000035789,Ties Oostra,ACV
2000350893,Kennynho Kasanwirjo,Ajax
2000175318,Imran Nazih,NAC Breda
37088196,Gabi Caschili,-
2000506813,Iliass El Filali,FC Den Bosch
37079430,Delano Asante,MVV Maastricht
2000504338,Clydel Kigongo,ADO Den Haag
37056067,Oussama Bouyaghlafen,Kozakken Boys
37070231,Doğan Gölpek,Groene Ster
37027600,Enzio Boldewijn,Wealdstone
2000269529,Mylo van der Lans,Ajax
2000054484,Lars de Blok,VVV-Venlo
37077999,Mike van Beijnen,-
37078941,Saydou Bangura,Široki Brijeg
2000414491,Joey Brandt,ADO Den Haag
2000404273,Rojendro Oudsten,Telstar
2000287884,Luca Neu,FC Utrecht
37076175,Sven Zitman,HFX Wanderers FC
2000076549,Olaf Gorter,U.S. Lecce
37058441,Mounir Mounji,DCG
2000058377,Joseph Amuzu,FC Dordrecht
2000420885,Finn Molenaar,AZ
37013737,Nick Hengelman,-
37070856,Anton Fase,PSIM
2000006454,Kian Visser,SC Cambuur
2000273073,Raf Vullers,VVV-Venlo
2000437391,Tuna Kazak,NAC Breda
2000501898,David Zadi,PSV
37003756,Melvin Platje,Zuidvogels
37071207,Justin Ogenia,Helmond Sport
2000043129,Riley Reemnet,Quick Boys
